example_id,vignette_name,problem_type,intersection_size,response_type,has_statistics,variant,prompt,well_posed,normative,p_c_and_d_given_a,normative_choice,normative_percent,normative_open,confidence_required,numeric_score_percent,numeric_score_choice,scepticism_required,scepticism_score_target,option_a_label,option_b_label,option_c_label,option_d_label,option_e_label,option_a_lure,option_b_lure,option_c_lure,option_d_lure,option_e_lure,option_f_label,option_g_label,option_h_label,option_f_lure,option_g_lure,option_h_lure,model,llm_response,reasoning,answer_line,confidence_line,parsed_answer_type,parsed_percent,parsed_choice,parsed_confidence,scoring_type,parseable,score
english_teacher_humanities__overlap__mc_full_probs,english teacher humanities,overlap,large,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States (~161 million; BLS occupational employment universe), 0.8% are public grades 9-12 teachers and the remainder are other employed adults.
Among public grades 9-12 teachers, 15% teach English/language arts and 17% majored in English/language arts. An estimated 11% fall into both categories.
Among those who teach English/language arts, 69% hold a master's degree or higher; among those who majored in English/language arts, 55% hold a master's degree or higher; among other employed adults, 15% hold a master's degree or higher.

Given that a public grades 9-12 teacher or other employed adult holds a master's degree or higher, what is the probability the person was a public grades 9-12 teacher?

A. About 1%
B. About 0%
C. About 20%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, or C, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",false,underdetermined,0.114,A,0.6366,0.6%,true,0.9916,A,true,F|G|H,About 1%,About 0%,About 20%,,,overlap-aware Bayes (uses P(C∩D|A) estimate),q_d*s_d only (second pathway; assumes partition),P(T | A) confusion,,,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
4",,A,4,mc_choice,,A,4,mc_full,true,false
healthcare_employment__implausible__mc_full_probs,healthcare employment,well_posed,0,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US employed adults, 11% are health care professionals and the remainder are other employed adults.
Among health care professionals, 10% are physicians and 90% are non-physician health care professionals.
Among physicians, 5% work in a hospital; among non-physician health care professionals, 60% work in a hospital; among other employed adults, 1% work in a hospital.

Given that someone works in a hospital, what is the probability they were a health care professional?

A. About 87%
B. About 3%
C. About 6%
D. About 55%
E. About 11%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,implausible,0.0,A,87.07,87%,true,87.07,A,true,H,About 87%,About 3%,About 6%,About 55%,About 11%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c × q_d*s_d (product; assumes independence),q_c*s_c only (first pathway; assumes partition),P(T | A) confusion,P(A) confusion,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_full,true,false
healthcare_employment__mc_full_probs,healthcare employment,well_posed,0,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US employed adults, 11% are health care professionals and the remainder are other employed adults.
Among health care professionals, 10% are physicians and 90% are non-physician health care professionals.
Among physicians, 54% work in a hospital; among non-physician health care professionals, 60% work in a hospital; among other employed adults, 1% work in a hospital.

Given that someone works in a hospital, what is the probability they were a health care professional?

A. About 88%
B. About 40%
C. About 26%
D. About 87%
E. About 11%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,A,88.01,88%,true,88.01,A,false,A,About 88%,About 40%,About 26%,About 87%,About 11%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c only (first pathway; assumes partition),q_c*s_c × q_d*s_d (product; assumes independence),q_d*s_d only (second pathway; assumes partition),P(A) confusion,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"D
5",,D,5,mc_choice,,D,5,mc_full,true,false
healthcare_employment__mc_numeric_probs,healthcare employment,well_posed,0,mc_numeric,true,mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US employed adults, 11% are health care professionals and the remainder are other employed adults.
Among health care professionals, 10% are physicians and 90% are non-physician health care professionals.
Among physicians, 54% work in a hospital; among non-physician health care professionals, 60% work in a hospital; among other employed adults, 1% work in a hospital.

Given that someone works in a hospital, what is the probability they were a health care professional?

A. About 88%
B. About 40%
C. About 26%
D. About 87%
E. About 11%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,A,88.01,88%,true,88.01,A,false,n/a,About 88%,About 40%,About 26%,About 87%,About 11%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c only (first pathway; assumes partition),q_c*s_c × q_d*s_d (product; assumes independence),q_d*s_d only (second pathway; assumes partition),P(A) confusion,,,,,,,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_numeric,true,true
healthcare_employment__open_probs,healthcare employment,well_posed,0,open,true,open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US employed adults, 11% are health care professionals and the remainder are other employed adults.
Among health care professionals, 10% are physicians and 90% are non-physician health care professionals.
Among physicians, 54% work in a hospital; among non-physician health care professionals, 60% work in a hospital; among other employed adults, 1% work in a hospital.

Given that someone works in a hospital, what is the probability they were a health care professional?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,,88.01,88%,true,88.01,,false,88.01,,,,,,,,,,,,,,,,,google/gemini-2.5-flash,"97.8%
5",,97.8%,5,probability,97.8,,5,open,true,false
military_overseas_federal_pool__implausible__mc_full_probs,military overseas (federal pool),well_posed,0,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US active-duty military plus US federal civilian employees, 40% are active-duty service members and the remainder are federal civilian employees.
Among active-duty service members, 35% are US Army active-duty service members and 51% are US Navy or US Air Force active-duty service members.
Among US Army active-duty service members, 58% have worked overseas; among US Navy or US Air Force active-duty service members, 98% have worked overseas; among federal civilian employees, 8% have worked overseas.

Given that an active-duty service member or a federal civilian employee has worked overseas, what is the probability the person was an active-duty service member?

A. About 85%
B. About 63%
C. About 46%
D. About 81%
E. About 40%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,implausible,0.0,A,85.42,85%,true,85.42,A,true,H,About 85%,About 63%,About 46%,About 81%,About 40%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c only (first pathway; assumes partition),q_c*s_c × q_d*s_d (product; assumes independence),q_d*s_d only (second pathway; assumes partition),P(A) confusion,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_full,true,false
military_overseas_federal_pool__mc_full_probs,military overseas (federal pool),well_posed,0,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US active-duty military plus US federal civilian employees, 40% are active-duty service members and the remainder are federal civilian employees.
Among active-duty service members, 35% are US Army active-duty service members and 51% are US Navy or US Air Force active-duty service members.
Among US Army active-duty service members, 58% have worked overseas; among US Navy or US Air Force active-duty service members, 64% have worked overseas; among federal civilian employees, 8% have worked overseas.

Given that an active-duty service member or a federal civilian employee has worked overseas, what is the probability the person was an active-duty service member?

A. About 82%
B. About 36%
C. About 63%
D. About 73%
E. About 53%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,A,81.54,82%,true,81.52,A,false,A,About 82%,About 36%,About 63%,About 73%,About 53%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c × q_d*s_d (product; assumes independence),q_c*s_c only (first pathway; assumes partition),q_d*s_d only (second pathway; assumes partition),P(T | A) confusion,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_full,true,true
military_overseas_federal_pool__mc_numeric_probs,military overseas (federal pool),well_posed,0,mc_numeric,true,mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US active-duty military plus US federal civilian employees, 40% are active-duty service members and the remainder are federal civilian employees.
Among active-duty service members, 35% are US Army active-duty service members and 51% are US Navy or US Air Force active-duty service members.
Among US Army active-duty service members, 58% have worked overseas; among US Navy or US Air Force active-duty service members, 64% have worked overseas; among federal civilian employees, 8% have worked overseas.

Given that an active-duty service member or a federal civilian employee has worked overseas, what is the probability the person was an active-duty service member?

A. About 82%
B. About 73%
C. About 36%
D. About 63%
E. About 40%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, D, or E).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,A,81.54,82%,true,81.52,A,false,n/a,About 82%,About 73%,About 36%,About 63%,About 40%,overlap-aware Bayes (uses P(C∩D|A) estimate),q_d*s_d only (second pathway; assumes partition),q_c*s_c × q_d*s_d (product; assumes independence),q_c*s_c only (first pathway; assumes partition),P(A) confusion,,,,,,,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_numeric,true,true
military_overseas_federal_pool__open_probs,military overseas (federal pool),well_posed,0,open,true,open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among US active-duty military plus US federal civilian employees, 40% are active-duty service members and the remainder are federal civilian employees.
Among active-duty service members, 35% are US Army active-duty service members and 51% are US Navy or US Air Force active-duty service members.
Among US Army active-duty service members, 58% have worked overseas; among US Navy or US Air Force active-duty service members, 64% have worked overseas; among federal civilian employees, 8% have worked overseas.

Given that an active-duty service member or a federal civilian employee has worked overseas, what is the probability the person was an active-duty service member?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident).",true,well_posed,0.0,,81.54,82%,true,81.52,,false,81.54,,,,,,,,,,,,,,,,,google/gemini-2.5-flash,"95.9%
5",,95.9%,5,probability,95.9,,5,open,true,false
professional_drivers_speeding__overlap__implausible__mc_full_probs,professional drivers speeding,overlap,small,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States (BLS OES May 2023 occupational employment universe; ~161M employed), 2.4% are professional drivers and the remainder are other adults.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers. An estimated 0.3% fall into both categories.
Among heavy truck drivers, 90% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

A. About 12%
B. About 0%
C. About 2%
D. About 50%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, or D, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",false,implausible,0.003,A,11.88,12%,true,11.92,A,true,H,About 12%,About 0%,About 2%,About 50%,,overlap-aware Bayes (uses P(C∩D|A) estimate),q_d*s_d only (second pathway; assumes partition),P(A) confusion,P(T | A) confusion,,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_full,true,false
professional_drivers_speeding__overlap__mc_full_probs,professional drivers speeding,overlap,small,mc_full,true,mc_full_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States (BLS OES May 2023 occupational employment universe; ~161M employed), 2.4% are professional drivers and the remainder are other adults.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers. An estimated 0.3% fall into both categories.
Among heavy truck drivers, 16% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

A. About 3%
B. About 2%
C. About 0%
D. About 10%
F. Insufficient information
G. Inconsistent information
H. Provided information is obviously incorrect

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, or D, F, G, or H).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",false,underdetermined,0.003,A,2.648,2.6%,true,2.658,A,false,A,About 3%,About 2%,About 0%,About 10%,,overlap-aware Bayes (uses P(C∩D|A) estimate),q_c*s_c only (first pathway; assumes partition),q_d*s_d only (second pathway; assumes partition),P(T | A) confusion,,Insufficient information,Inconsistent information,Provided information is obviously incorrect,insufficient information,inconsistent information,obviously incorrect premises,google/gemini-2.5-flash,"A
5",,A,5,mc_choice,,A,5,mc_full,true,true
professional_drivers_speeding__overlap__mc_numeric_probs,professional drivers speeding,overlap,small,mc_numeric,true,mc_numeric_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States (BLS OES May 2023 occupational employment universe; ~161M employed), 2.4% are professional drivers and the remainder are other adults.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers. An estimated 0.3% fall into both categories.
Among heavy truck drivers, 16% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

A. About 3%
B. About 0%
C. About 2%
D. About 10%

Which answer is closest? Reply on two lines.
Line 1: only the letter (A, B, C, or D).
Line 2: your confidence from 1 (not confident) to 5 (very confident).",false,underdetermined,0.003,A,2.648,2.6%,true,2.658,A,false,n/a,About 3%,About 0%,About 2%,About 10%,,overlap-aware Bayes (uses P(C∩D|A) estimate),q_d*s_d only (second pathway; assumes partition),q_c*s_c only (first pathway; assumes partition),P(T | A) confusion,,,,,,,,google/gemini-2.5-flash,"D
5",,D,5,mc_choice,,D,5,mc_numeric,true,false
professional_drivers_speeding__overlap__open_probs,professional drivers speeding,overlap,small,open,true,open_probs,"You are a statistical consultant. Your task is to estimate a conditional probability from the information below.

Among employed adults in the United States (BLS OES May 2023 occupational employment universe; ~161M employed), 2.4% are professional drivers and the remainder are other adults.
Among professional drivers, 53% are heavy truck drivers and 14% are bus drivers. An estimated 0.3% fall into both categories.
Among heavy truck drivers, 16% received a speeding ticket in the last 12 months; among bus drivers, 10% received a speeding ticket in the last 12 months; among other adults, 9% received a speeding ticket in the last 12 months.

Given that a professional driver or other adult received a speeding ticket in the last 12 months, what is the probability the person was a professional driver?

Reply on two lines.
Line 1: a percentage (for example, 16% or 16 percent), or exactly one of: ""Insufficient information"" | ""Inconsistent information"" | ""Provided information is obviously incorrect"".
Line 2: your confidence from 1 (not confident) to 5 (very confident).",false,underdetermined,0.003,,2.648,2.6%,true,2.658,,false,2.648,,,,,,,,,,,,,,,,,google/gemini-2.5-flash,"5.6%
5",,5.6%,5,probability,5.6,,5,open,true,false
